행정기관,날짜,성별,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
경기도 안성시 ,2023년03월,여,5685,8415,10003,9693,13713,15144,14264,7767,5309,989,31
경기도 김포시 ,2023년03월,여,23588,25574,24443,35144,45577,34722,28974,15146,7901,1377,39
경기도 화성시 ,2023년03월,여,47470,52725,50461,71634,85517,61043,42067,19235,10871,2032,63
경기도 광주시 ,2023년03월,여,15253,16995,20041,25597,32627,32593,28081,12784,6363,1103,44
경기도 양주시 ,2023년03월,여,9941,12709,13089,14744,20361,20112,17106,9362,5583,964,37
경기도 포천시 ,2023년03월,여,3439,5233,7205,6083,8467,12807,13039,6597,4710,839,25
경기도 여주시 ,2023년03월,여,3122,4463,5193,5142,7641,9504,10320,5647,3773,735,25
경기도 가평군 ,2023년03월,여,1406,2143,2422,2429,3520,5014,6498,3654,2459,402,13
경기도 양평군 ,2023년03월,여,3174,4649,4428,4947,8004,10306,13007,7204,4399,855,27
강원도 춘천시 ,2023년03월,여,9635,12708,17452,16515,21081,23221,22450,11939,8684,1536,43
강원도 원주시 ,2023년03월,여,12773,16953,20240,22236,28703,30820,26750,12698,9030,1658,44
강원도 강릉시 ,2023년03월,여,5750,8436,10544,9546,15148,17763,19186,11199,7223,1416,48
강원도 동해시 ,2023년03월,여,2813,3974,3631,3795,6636,7441,7814,4499,2769,482,9
강원도 태백시 ,2023년03월,여,916,1655,1338,1336,2715,3126,3860,2691,1537,194,4
강원도 속초시 ,2023년03월,여,2618,3362,3698,4100,6001,7585,7489,3952,2348,494,9
강원도 삼척시 ,2023년03월,여,1648,2500,2908,2302,3765,4804,5996,3844,2921,561,18
강원도 홍천군 ,2023년03월,여,1628,2314,2394,2493,3561,5469,7488,3883,3101,562,21
강원도 횡성군 ,2023년03월,여,935,1640,1433,1415,2185,3851,5539,2969,2295,438,17
강원도 영월군 ,2023년03월,여,693,1175,1247,1114,1948,3022,4111,2602,1942,298,8
강원도 평창군 ,2023년03월,여,787,1227,1210,1228,2165,3520,4660,2718,1857,320,15
강원도 정선군 ,2023년03월,여,684,1122,990,1079,1874,2774,3750,2416,1633,274,10
강원도 철원군 ,2023년03월,여,1423,1585,1707,1895,2424,3104,3719,2394,1705,268,11
강원도 화천군 ,2023년03월,여,725,816,1027,1034,1126,1677,1939,1168,1048,161,7
강원도 인제군 ,2023년03월,여,1159,1088,1255,1621,1787,2270,2752,1385,1078,205,2
강원도 고성군 ,2023년03월,여,630,729,932,1001,1352,2104,2869,1898,1396,246,6
강원도 양양군 ,2023년03월,여,569,791,867,942,1534,2264,2988,1981,1366,277,10
충청북도 청주시 ,2023년03월,여,32197,40975,51937,53789,66951,69175,56966,27205,17843,3054,84
충청북도 충주시 ,2023년03월,여,6268,8622,9501,9919,14393,17735,17823,9816,7245,1193,35
충청북도 제천시 ,2023년03월,여,3583,5721,6410,5349,8314,11186,12513,6914,4660,705,27
충청북도 보은군 ,2023년03월,여,567,904,833,846,1356,2375,3660,2323,2230,447,11
충청북도 옥천군 ,2023년03월,여,982,1720,1641,1598,2720,3920,5242,3306,2759,503,16
충청북도 영동군 ,2023년03월,여,861,1447,1503,1218,2136,3597,4935,3371,2809,452,16
충청북도 진천군 ,2023년03월,여,3268,4023,3686,4826,6464,6305,5875,3002,2575,445,10
충청북도 괴산군 ,2023년03월,여,593,861,921,918,1505,3013,4497,2735,2380,410,11
충청북도 음성군 ,2023년03월,여,2367,3383,3692,3773,5742,7684,8093,4297,3381,615,17
충청남도 천안시 ,2023년03월,여,25805,32980,42871,45841,53962,51667,37318,17336,11123,2021,67
충청남도 공주시 ,2023년03월,여,2297,3861,5045,3850,5887,8338,10136,6024,4960,974,32
충청남도 보령시 ,2023년03월,여,2529,3700,3547,3716,5819,7549,9334,6201,4467,833,25
충청남도 서산시 ,2023년03월,여,6612,8058,7108,9018,12874,13540,12498,7386,5808,1239,41
충청남도 논산시 ,2023년03월,여,2904,4416,4382,4445,6529,8894,10650,6886,5758,1101,27
충청남도 계룡시 ,2023년03월,여,1864,2967,2094,2427,4326,3815,2860,1231,822,158,7
충청남도 당진시 ,2023년03월,여,6672,7695,6172,8806,12247,11827,11596,7033,5667,1013,40
충청남도 금산군 ,2023년03월,여,1038,1947,1493,1503,2583,3906,5248,3553,3122,512,19
충청남도 부여군 ,2023년03월,여,1096,1969,1926,1718,2913,4602,6829,4881,4324,863,23
충청남도 서천군 ,2023년03월,여,949,1538,1383,1326,2354,3568,5394,4233,3633,756,17
충청남도 청양군 ,2023년03월,여,504,967,977,822,1187,2135,3271,2284,2259,424,6
충청남도 예산군 ,2023년03월,여,1660,2671,2675,2798,4277,5929,8101,5528,4605,826,30
전라북도 전주시 ,2023년03월,여,22749,33396,41473,38104,52198,54837,44480,25190,14560,2491,93
전라북도 군산시 ,2023년03월,여,8624,12407,12181,12689,19979,20959,20456,12671,7607,1477,38
전라북도 익산시 ,2023년03월,여,7652,12735,14932,12467,18831,23463,22215,13433,9288,1778,50
전라북도 정읍시 ,2023년03월,여,2550,4160,4204,3716,6350,8360,9062,6888,6063,1140,35
전라북도 남원시 ,2023년03월,여,1939,3233,2956,2788,4748,6216,6913,5213,4661,827,31
전라북도 김제시 ,2023년03월,여,1781,2867,3104,2995,4213,5948,7781,5977,5374,1082,33
전라북도 완주군 ,2023년03월,여,3077,4025,3953,4595,6190,6975,7553,4752,3918,741,27
전라북도 진안군 ,2023년03월,여,485,747,698,714,1003,1853,2518,1866,1816,354,13
전라북도 무주군 ,2023년03월,여,423,856,698,678,1161,1760,2325,1757,1726,283,18
전라북도 장수군 ,2023년03월,여,427,758,566,601,992,1559,2132,1615,1624,246,14
전라북도 임실군 ,2023년03월,여,576,702,721,808,967,1870,2477,2106,2215,397,13
전라북도 순창군 ,2023년03월,여,567,1018,811,824,1364,1972,2504,2103,2117,327,14
전라북도 고창군 ,2023년03월,여,1034,1724,1540,1571,2402,3800,5153,4192,4007,772,34
전라남도 목포시 ,2023년03월,여,6972,11523,11460,10881,17123,17952,16173,10124,5525,838,32
전라남도 여수시 ,2023년03월,여,8842,12212,13416,13130,18817,22605,22110,13615,8186,1516,51
전라남도 순천시 ,2023년03월,여,10224,13941,15607,15483,20949,24463,19345,10434,7650,1449,44
전라남도 나주시 ,2023년03월,여,4443,4853,5460,6778,7772,7906,8564,6023,5127,904,26
전라남도 광양시 ,2023년03월,여,5840,7551,7881,8313,10937,13802,9479,4586,3430,733,31
전라남도 담양군 ,2023년03월,여,1009,1427,1674,1645,2151,3616,4335,3221,2956,506,27
전라남도 곡성군 ,2023년03월,여,415,764,909,717,1218,2011,2605,2131,2367,480,17
전라남도 구례군 ,2023년03월,여,474,794,710,675,1163,1967,2467,1983,1976,340,10
전라남도 고흥군 ,2023년03월,여,1078,1633,1469,1486,2444,4121,6551,5959,5630,1164,40
전라남도 보성군 ,2023년03월,여,635,1135,1032,947,1582,2737,3793,3372,3533,703,28
전라남도 화순군 ,2023년03월,여,1400,2489,2971,2185,3649,5233,5064,3924,3729,585,22
전라남도 강진군 ,2023년03월,여,713,1100,1065,1035,1534,2424,3240,2711,2639,518,11
전라남도 해남군 ,2023년03월,여,1505,2359,2094,1937,3263,4836,6297,5173,4564,782,30
전라남도 영암군 ,2023년03월,여,1349,1988,1901,1899,2878,4006,4244,3330,2976,495,12
전라남도 무안군 ,2023년03월,여,3576,4952,4265,5217,6939,6150,5940,4159,3299,564,22
전라남도 함평군 ,2023년03월,여,510,885,886,807,1275,2127,2968,2626,2653,465,17
전라남도 영광군 ,2023년03월,여,1731,1923,2021,2202,2760,3713,4380,3723,3180,460,28
전라남도 장성군 ,2023년03월,여,1038,1473,1498,1464,2224,3183,3710,2998,2825,435,14
전라남도 완도군 ,2023년03월,여,1242,1619,1327,1496,2369,3291,4441,3822,3272,546,16
전라남도 신안군 ,2023년03월,여,610,935,927,891,1311,2564,3621,3134,2993,469,15
경상북도 포항시 ,2023년03월,여,16297,21702,21574,24962,36969,43269,43562,21671,11763,2003,61
경상북도 경주시 ,2023년03월,여,6842,9499,10284,10828,16476,22305,22612,13934,9852,1626,47
경상북도 김천시 ,2023년03월,여,4414,5664,5623,6576,9086,11068,12096,7621,5958,1077,29
경상북도 안동시 ,2023년03월,여,4339,6196,6954,6652,10217,12189,13769,9218,7023,1309,31
경상북도 구미시 ,2023년03월,여,16797,21007,21766,27698,35552,34771,22898,9576,6218,1077,42
경상북도 영주시 ,2023년03월,여,2506,4198,3840,3502,6287,8176,9871,6627,4924,885,29
경상북도 영천시 ,2023년03월,여,2569,3037,3506,4065,5307,8225,9901,6890,5240,820,17
경상북도 상주시 ,2023년03월,여,2163,3447,2957,3072,4969,7383,9773,6846,6212,1184,42
경상북도 문경시 ,2023년03월,여,1690,2428,2491,2375,3882,5473,7146,5100,4161,705,28
경상북도 경산시 ,2023년03월,여,8768,11204,15980,14497,19721,23072,19964,11576,7085,1068,25
경상북도 군위군 ,2023년03월,여,267,414,517,515,803,1752,2745,2091,1881,304,8
경상북도 의성군 ,2023년03월,여,814,976,1047,1279,1793,3452,6055,4760,4393,747,20
경상북도 청송군 ,2023년03월,여,399,513,563,603,931,1921,2875,2130,1818,311,3
경상북도 영양군 ,2023년03월,여,284,439,393,407,627,1141,1802,1358,1300,214,13
경상북도 영덕군 ,2023년03월,여,666,920,836,970,1575,2644,3856,3187,2929,479,13
경상북도 청도군 ,2023년03월,여,634,1064,1002,1074,1803,3264,4939,3617,3061,632,12
경상북도 고령군 ,2023년03월,여,555,844,894,857,1529,2393,3190,2239,1916,306,8
경상북도 성주군 ,2023년03월,여,798,1015,1082,1306,1799,3414,4790,3238,2444,493,11
경상북도 칠곡군 ,2023년03월,여,3671,5264,4370,5711,9311,9333,7522,4220,3331,571,20
경상북도 봉화군 ,2023년03월,여,493,831,643,707,1216,2274,3476,2436,2260,422,15
경상북도 울진군 ,2023년03월,여,1201,1536,1565,1694,2655,3607,4523,2957,2812,646,10
경상북도 울릉군 ,2023년03월,여,151,210,300,308,471,726,900,566,322,65,0
경상남도 창원시 ,2023년03월,여,34574,46502,50442,57766,79920,91242,80713,37862,19814,3320,65
경상남도 진주시 ,2023년03월,여,11890,16394,18858,18835,26067,28765,26547,14987,9418,1637,43
경상남도 통영시 ,2023년03월,여,3593,6041,4129,5223,9403,10247,11395,6306,3747,579,15
경상남도 사천시 ,2023년03월,여,3292,4867,3823,4743,8060,8572,9246,6151,4334,835,17
경상남도 김해시 ,2023년03월,여,20189,28981,27876,30348,47058,49574,33422,15813,9104,1380,30
경상남도 밀양시 ,2023년03월,여,2324,3508,3308,3704,5854,8634,11432,7239,5224,883,17
경상남도 거제시 ,2023년03월,여,9946,13407,8852,13580,21608,18788,15025,6389,3833,774,18
경상남도 양산시 ,2023년03월,여,14588,17309,16605,21726,30405,30047,25256,12763,6910,1039,31
경상남도 의령군 ,2023년03월,여,413,639,617,730,1100,1917,2811,2102,2261,444,11
경상남도 함안군 ,2023년03월,여,1500,2614,1846,2126,3967,4850,5680,3618,3054,589,6
경상남도 창녕군 ,2023년03월,여,1200,1825,1490,1839,2866,4580,6467,4346,3727,662,14
경상남도 고성군 ,2023년03월,여,969,1796,1410,1413,2666,3972,5235,3687,3111,651,8
경상남도 남해군 ,2023년03월,여,670,1205,1017,1054,1923,3059,4439,3576,3479,830,15
경상남도 하동군 ,2023년03월,여,677,1136,1085,1047,1844,3435,4631,3349,3173,696,16
경상남도 산청군 ,2023년03월,여,509,869,871,828,1418,2748,3893,2743,2750,549,13
경상남도 함양군 ,2023년03월,여,736,1264,1076,1055,1805,2979,3938,2970,2888,525,13
경상남도 거창군 ,2023년03월,여,1521,2595,2187,2136,3558,4832,5612,3972,3615,674,19
경상남도 합천군 ,2023년03월,여,621,1024,1045,957,1639,3029,4718,3839,3975,651,24
제주특별자치도 제주시 ,2023년03월,여,19674,25450,27732,29702,40112,41437,31351,17009,11168,2587,174
제주특별자치도 서귀포시 ,2023년03월,여,6533,8396,8059,9388,14138,15354,13907,8449,6006,1273,76
서울특별시 종로구 ,2023년06월,남,3078,4930,10337,9665,9408,11915,10356,5164,2668,303,10
서울특별시 중구 ,2023년06월,남,2958,3113,8175,10270,8568,9669,9094,4719,2056,230,5
서울특별시 용산구 ,2023년06월,남,5862,7123,14417,18913,15818,17095,14410,6877,3430,400,12
서울특별시 동대문구 ,2023년06월,남,9262,11572,27047,25137,24745,26195,23501,12557,5570,442,12
서울특별시 중랑구 ,2023년06월,남,10070,12535,24668,29522,28155,32120,30471,14917,5848,427,11
서울특별시 성북구 ,2023년06월,남,12795,18183,30919,28483,31780,34837,27232,14492,6734,574,14
서울특별시 도봉구 ,2023년06월,남,7684,11845,19134,19555,21722,25919,24823,13112,5705,486,16
서울특별시 노원구 ,2023년06월,남,13984,24918,34080,30666,36556,41458,33764,17118,6966,696,15
서울특별시 은평구 ,2023년06월,남,12635,18276,28990,31905,34833,36853,31458,17013,7777,586,16
서울특별시 서대문구 ,2023년06월,남,9290,11285,22908,22139,22149,23660,19457,10120,5092,458,12
서울특별시 마포구 ,2023년06월,남,10865,13560,26308,29932,27872,27107,19813,9875,4970,501,10
서울특별시 양천구 ,2023년06월,남,13427,24938,27062,26737,35044,37027,29790,14821,4883,432,12
서울특별시 구로구 ,2023년06월,남,12025,14500,25102,31420,30327,30540,27750,15763,5878,415,9
서울특별시 영등포구 ,2023년06월,남,11748,12105,26252,35632,28057,28061,23990,12725,5516,515,14
서울특별시 동작구 ,2023년06월,남,10610,13554,31128,30354,27763,27686,23421,13193,5871,508,15
서울특별시 관악구 ,2023년06월,남,8950,13189,53665,49190,33607,33661,28417,16815,7134,442,11
서울특별시 서초구 ,2023년06월,남,14438,22562,23787,26174,33438,31634,22203,12934,5158,511,11
서울특별시 강남구 ,2023년06월,남,16769,31727,32151,36020,44669,42073,28826,17420,6465,596,21
서울특별시 송파구 ,2023년06월,남,23152,29560,40509,50306,51944,48727,42093,21956,7108,639,16
서울특별시 강동구 ,2023년06월,남,16358,20543,27562,34009,37180,34540,32057,16550,5257,417,18
부산광역시 중구 ,2023년06월,남,513,859,2674,2273,2486,3345,3740,2191,856,82,1
부산광역시 서구 ,2023년06월,남,2651,3616,5906,5341,7048,8552,9189,5515,2304,168,8
부산광역시 동구 ,2023년06월,남,2011,2382,4633,5607,6112,7238,7594,4664,1952,146,5
부산광역시 부산진구 ,2023년06월,남,9949,12133,23646,25179,25264,27126,27515,14744,5736,412,6
부산광역시 동래구 ,2023년06월,남,9726,13227,15008,16062,21359,21154,19809,11196,4010,264,4
부산광역시 남구 ,2023년06월,남,7435,11445,17334,13745,19236,20398,18953,11345,4544,282,7
부산광역시 북구 ,2023년06월,남,8609,11177,16733,17424,19042,23205,24913,11117,3688,225,3
부산광역시 해운대구 ,2023년06월,남,12336,18511,21742,20736,28866,32000,29000,14698,5466,428,13
부산광역시 사하구 ,2023년06월,남,8527,12221,18779,17871,22274,25310,26234,13433,4371,296,3
부산광역시 금정구 ,2023년06월,남,5312,8386,15797,11928,14521,17479,18563,10383,4054,302,5
부산광역시 강서구 ,2023년06월,남,9279,7425,6400,12280,15624,9052,8897,3981,1139,94,2
부산광역시 연제구 ,2023년06월,남,6311,8125,11461,12752,14991,15549,15495,8772,3505,200,4
부산광역시 사상구 ,2023년06월,남,4969,7211,13494,12820,14182,18067,19806,8751,2552,144,2
부산광역시 기장군 ,2023년06월,남,8378,9744,8830,11444,17045,13517,11104,6358,2258,184,2
대구광역시 중구 ,2023년06월,남,3078,2942,5768,6770,6094,6010,4962,2995,1450,149,2
대구광역시 동구 ,2023년06월,남,11263,13590,19763,22862,25630,27547,25548,14196,5839,428,6
대구광역시 서구 ,2023년06월,남,3228,4803,9370,9670,10721,15262,15384,7881,3035,174,3
대구광역시 북구 ,2023년06월,남,14193,20739,31199,26692,32133,38165,29611,13164,5374,362,3
대구광역시 수성구 ,2023년06월,남,13487,24869,25746,20312,30319,35608,26513,13381,6026,575,6
대구광역시 달서구 ,2023년06월,남,17117,26348,36126,32729,39466,47288,39275,16975,6249,484,6
대구광역시 달성군 ,2023년06월,남,13145,13363,14646,20132,23773,20725,17382,7580,2526,207,5
인천광역시 중구 ,2023년06월,남,6358,7306,10080,13344,14735,12993,9638,4762,1757,162,8
인천광역시 동구 ,2023년06월,남,1619,2434,3309,3619,4895,5162,4989,2846,1173,90,3
인천광역시 서구 ,2023년06월,남,27308,31461,37217,46740,54738,50796,37654,13715,4444,410,16
인천광역시 강화군 ,2023년06월,남,1508,2304,2691,2624,3905,5864,8116,4951,2538,239,7
인천광역시 옹진군 ,2023년06월,남,367,588,1800,1160,1403,1962,2601,1278,481,61,2
광주광역시 동구 ,2023년06월,남,3873,3859,7612,7294,7677,7839,7334,4500,2355,211,4
광주광역시 서구 ,2023년06월,남,9282,14989,21408,17467,21994,24253,17718,8949,3639,316,2
광주광역시 북구 ,2023년06월,남,15028,21174,29889,27583,32679,34946,28071,13787,5513,454,4
대전광역시 동구 ,2023년06월,남,6603,9833,15435,13166,16608,18585,17113,8914,3657,323,7
대전광역시 중구 ,2023년06월,남,6308,10224,14296,12534,16673,19405,16967,9471,4205,384,11
대전광역시 서구 ,2023년06월,남,16805,24102,35257,32669,35881,37042,29322,13040,5051,447,12
대전광역시 대덕구 ,2023년06월,남,4825,7671,12118,10846,12507,16586,13888,5941,2333,195,0
울산광역시 중구 ,2023년06월,남,6790,10159,12425,12616,16040,19156,17063,7475,2390,155,0
울산광역시 남구 ,2023년06월,남,10690,14911,22082,22183,23718,29294,23150,9011,2569,152,0
울산광역시 동구 ,2023년06월,남,6058,8395,8770,10647,14441,12360,12027,5164,1163,60,1
울산광역시 울주군 ,2023년06월,남,7509,11076,13710,12878,17708,22538,18494,7499,2558,205,3
세종특별자치시  ,2023년06월,남,22917,25116,19357,29629,38518,27727,18329,7608,2944,284,6
경기도 수원시 ,2023년06월,남,43457,58759,92800,95985,99003,99231,71048,27717,10773,1047,32
경기도 성남시 ,2023년06월,남,31318,42873,60902,68692,73681,76829,61376,27909,11370,1131,37
경기도 의정부시 ,2023년06월,남,16026,20761,30610,30996,36246,39978,32061,14471,6360,529,13
경기도 안양시 ,2023년06월,남,18404,25337,36190,40592,41445,45949,39187,16180,5935,585,8
경기도 부천시 ,2023년06월,남,24324,33503,52276,56078,60902,67872,61330,24240,8164,761,27
경기도 광명시 ,2023년06월,남,9825,14630,17364,19009,23002,23935,18997,8381,3028,254,10
경기도 평택시 ,2023년06월,남,24926,28520,43883,51058,54494,50689,34146,13543,5956,521,13
경기도 동두천시 ,2023년06월,남,2481,4033,5341,4771,6494,8474,7381,3625,1910,173,2
경기도 안산시 ,2023년06월,남,18806,29439,51538,45561,50205,63109,46252,14897,5629,563,18
경기도 고양시 ,2023년06월,남,36866,50925,69549,71823,83514,96235,73180,28257,14067,1564,47
경기도 과천시 ,2023년06월,남,3934,3916,4968,5807,6036,6343,5105,2038,918,115,3
경기도 구리시 ,2023년06월,남,6316,8749,12102,12294,15167,16794,13797,5562,2225,187,6
경기도 남양주시 ,2023년06월,남,29174,40780,42918,43081,64638,63892,47584,22649,9139,745,26
경기도 오산시 ,2023년06월,남,9558,13071,15993,19526,23783,18594,12012,4793,1884,142,1
경기도 시흥시 ,2023년06월,남,22694,26449,35706,40968,50557,47715,32215,10280,3743,331,6
경기도 군포시 ,2023년06월,남,8434,12554,17887,19354,19921,22919,19023,7429,3156,371,9
경기도 의왕시 ,2023년06월,남,5975,6955,10615,11189,11541,13413,12022,4719,1757,184,3
경기도 하남시 ,2023년06월,남,16014,15621,18093,25777,31145,24058,19837,9709,2817,236,5
경기도 용인시 ,2023년06월,남,43120,62358,70064,67272,94348,90611,59054,31075,14833,1365,29
경기도 파주시 ,2023년06월,남,21148,26239,31289,36163,43502,42341,30545,13624,6526,616,22
경기도 안성시 ,2023년06월,남,6068,9231,12356,12044,15802,17160,14904,7031,3025,292,7
경기도 김포시 ,2023년06월,남,24412,26642,25567,33501,48297,36651,28328,13656,5134,449,18
경기도 화성시 ,2023년06월,남,49303,55124,60004,80969,95733,71935,45549,17800,6545,552,18
경기도 광주시 ,2023년06월,남,15697,17992,22542,27810,36126,34454,28233,12300,4261,293,15
경기도 양주시 ,2023년06월,남,10660,13202,15435,16728,21820,22573,17926,8419,3510,299,15
경기도 포천시 ,2023년06월,남,3587,5666,9405,7868,9618,15339,15791,6205,2719,275,11
경기도 여주시 ,2023년06월,남,3302,4868,6201,5966,8011,10529,10969,5473,2384,236,2
경기도 가평군 ,2023년06월,남,1424,2220,3328,2928,3966,5739,6963,3529,1629,154,7
경기도 양평군 ,2023년06월,남,3331,5226,5467,5391,7995,10763,13238,7197,3025,268,4
강원도 춘천시 ,2023년06월,남,9962,13560,19980,17788,20264,23474,21390,9661,5004,513,24
강원도 원주시 ,2023년06월,남,13389,17878,22881,23234,27673,30865,26742,10727,5062,485,13
강원도 강릉시 ,2023년06월,남,6100,9259,12804,10854,15271,18436,17737,9284,4191,379,9
강원도 동해시 ,2023년06월,남,2884,4371,5085,4527,7079,8229,7429,3833,1700,113,3
강원도 태백시 ,2023년06월,남,1016,1785,1775,1550,2972,3662,3830,2089,881,39,1
강원도 속초시 ,2023년06월,남,2711,3497,4718,4995,5926,7342,7086,3106,1367,119,6
강원도 삼척시 ,2023년06월,남,1675,2646,3762,2706,4328,5865,6208,3301,1458,144,0
강원도 홍천군 ,2023년06월,남,1676,2360,3507,3107,4010,6081,8259,3894,1778,168,2
강원도 횡성군 ,2023년06월,남,1009,1828,1853,1661,2580,4329,6118,2995,1402,102,3
강원도 영월군 ,2023년06월,남,754,1501,1618,1339,2209,3744,4769,2334,1103,95,4
강원도 평창군 ,2023년06월,남,724,1441,1846,1447,2516,4073,5269,2552,1134,79,2
강원도 정선군 ,2023년06월,남,680,1175,1396,1356,2474,3626,4344,2037,921,73,4
강원도 철원군 ,2023년06월,남,1405,1769,2944,2427,2658,3511,3938,1947,941,94,1
강원도 화천군 ,2023년06월,남,789,804,2011,1571,1309,1949,2363,1020,582,52,6
강원도 인제군 ,2023년06월,남,1206,1185,2639,2321,2165,2614,3273,1348,638,67,5
강원도 고성군 ,2023년06월,남,640,854,1637,1291,1647,2570,3056,1540,748,76,5
강원도 양양군 ,2023년06월,남,554,953,1282,1210,1831,2593,3179,1734,864,60,1
충청북도 청주시 ,2023년06월,남,33287,43564,61855,62875,68703,69508,55894,23325,9737,832,10
충청북도 충주시 ,2023년06월,남,6351,9341,12575,12440,15133,18531,18347,8268,4054,348,12
충청북도 제천시 ,2023년06월,남,3734,5925,8052,6275,8598,11803,12493,6163,2748,193,6
충청북도 보은군 ,2023년06월,남,608,1026,1201,1041,1630,2905,4038,2116,1124,127,2
충청북도 옥천군 ,2023년06월,남,1050,1943,2175,1728,3006,4529,5666,3125,1460,175,2
충청북도 영동군 ,2023년06월,남,882,1532,1916,1472,2461,4221,5332,2866,1530,139,2
충청북도 진천군 ,2023년06월,남,3529,4359,5145,6171,7770,7789,6475,2754,1335,118,3
충청북도 괴산군 ,2023년06월,남,587,907,1321,1187,1909,3685,5264,2682,1290,116,2
충청북도 음성군 ,2023년06월,남,2447,3759,4869,5177,7167,9595,9474,4231,1884,161,8
충청남도 천안시 ,2023년06월,남,26856,34913,48714,52816,58502,54369,39290,15328,6132,585,10
충청남도 공주시 ,2023년06월,남,2410,4161,5848,4648,6430,8860,10282,5598,2715,333,4
충청남도 보령시 ,2023년06월,남,2509,4029,4747,4526,6949,8772,9340,5250,2518,259,5
충청남도 서산시 ,2023년06월,남,6752,8889,10842,11719,14509,15741,12961,6986,3287,359,4
충청남도 논산시 ,2023년06월,남,2985,4660,5574,5100,7338,9845,11056,5887,2943,356,7
충청남도 계룡시 ,2023년06월,남,1857,3291,2673,2680,4081,3885,2653,1147,396,41,2
충청남도 당진시 ,2023년06월,남,6760,8456,8877,11825,15697,15566,12902,6618,3253,343,2
충청남도 금산군 ,2023년06월,남,995,2161,1965,1684,3037,4805,5760,3179,1595,176,3
충청남도 부여군 ,2023년06월,남,1195,2219,2585,2012,3425,5234,7037,4299,2386,307,3
충청남도 서천군 ,2023년06월,남,961,1576,1905,1636,2750,4297,5490,3622,1999,247,3
충청남도 청양군 ,2023년06월,남,532,1042,1456,1024,1597,2732,3559,2094,1223,169,2
충청남도 예산군 ,2023년06월,남,1746,2864,3470,3444,4866,7124,8238,4798,2687,262,4
전라북도 전주시 ,2023년06월,남,23354,35242,45631,39754,49572,53260,40405,20717,8699,810,13
전라북도 군산시 ,2023년06월,남,8645,13246,15037,14062,21561,23705,20313,10985,4230,378,12
전라북도 익산시 ,2023년06월,남,7810,13378,17776,13668,19453,24308,22136,11457,4880,511,5
전라북도 정읍시 ,2023년06월,남,2617,4594,5312,4196,6937,9737,9489,5625,3068,301,8
전라북도 남원시 ,2023년06월,남,2089,3473,3639,2907,4745,7104,7197,4251,2240,243,8
전라북도 김제시 ,2023년06월,남,1868,3030,3999,3280,5207,7421,8169,4912,2579,302,7
전라북도 완주군 ,2023년06월,남,3107,4432,5062,5170,7336,8809,8520,4519,2040,201,4
전라북도 진안군 ,2023년06월,남,489,831,959,678,1311,2440,3044,1796,924,90,1
전라북도 무주군 ,2023년06월,남,468,886,857,803,1402,2249,2643,1415,877,92,2
전라북도 장수군 ,2023년06월,남,444,794,819,645,1246,1984,2354,1475,738,104,1
전라북도 임실군 ,2023년06월,남,610,783,1018,901,1465,2489,3116,1892,1091,127,3
전라북도 순창군 ,2023년06월,남,580,1095,1094,830,1602,2448,2837,1631,964,111,1
전라북도 고창군 ,2023년06월,남,1146,2124,2044,1762,3011,4855,5327,3491,1930,181,2
전라남도 목포시 ,2023년06월,남,7283,11981,13476,11186,18065,18747,14762,8138,3053,236,3
전라남도 여수시 ,2023년06월,남,9089,12733,17239,15388,20591,25094,22003,12053,4473,353,8
전라남도 순천시 ,2023년06월,남,10668,14865,18778,16597,20254,24603,19922,9171,3921,385,3
전라남도 나주시 ,2023년06월,남,4707,5155,6044,7272,9329,9588,9356,5071,2372,257,6
전라남도 광양시 ,2023년06월,남,5961,8050,10606,9817,12065,16025,10923,4226,1695,142,0
전라남도 담양군 ,2023년06월,남,977,1504,2296,1728,2715,4467,4947,2774,1466,158,4
전라남도 곡성군 ,2023년06월,남,405,946,1148,836,1439,2629,3037,1791,1095,123,1
전라남도 구례군 ,2023년06월,남,431,855,925,662,1350,2410,2664,1634,903,94,1
전라남도 고흥군 ,2023년06월,남,1051,1827,2031,1718,3182,5487,6880,4829,2683,317,5
전라남도 보성군 ,2023년06월,남,682,1213,1379,1146,2025,3553,4147,2749,1629,192,6
전라남도 화순군 ,2023년06월,남,1453,2742,3324,2337,3711,6094,5848,3113,1677,167,1
전라남도 강진군 ,2023년06월,남,681,1198,1362,1110,1779,2931,3415,2192,1231,117,3
전라남도 해남군 ,2023년06월,남,1583,2428,2808,2238,3948,6216,6695,4243,2190,176,0
전라남도 영암군 ,2023년06월,남,1403,2170,2848,2156,4218,5554,4952,2698,1379,142,2
전라남도 무안군 ,2023년06월,남,3788,5039,4995,5151,7569,7450,6221,3631,1537,117,0
전라남도 함평군 ,2023년06월,남,508,1033,1254,972,1792,3116,3480,2056,1218,118,1
전라남도 영광군 ,2023년06월,남,1737,2069,2565,2336,3437,4724,4733,2923,1487,120,4
전라남도 장성군 ,2023년06월,남,1041,1581,2231,1719,2726,4257,4372,2573,1371,136,4
전라남도 완도군 ,2023년06월,남,1333,1753,1898,1730,3309,4316,4586,3134,1611,131,1
전라남도 신안군 ,2023년06월,남,698,992,1443,1430,2650,4211,4707,2862,1411,96,4
경상북도 포항시 ,2023년06월,남,17252,23912,29395,29464,37861,43556,41866,20107,6355,479,15
